,ID_cc,ID_DEPTO,Capacidad
442,442,6427,0.0
443,443,6434,0.0
444,444,6434,90.0
445,445,6441,300.0
446,446,6441,0.0
447,447,6441,100.0
448,448,6441,0.0
449,449,6441,0.0
450,450,6441,0.0
451,451,6441,0.0
452,452,6441,120.0
453,453,6441,0.0
454,454,6441,0.0
455,455,6441,0.0
456,456,6441,150.0
457,457,6441,100.0
458,458,6441,0.0
459,459,6441,0.0
460,460,6441,0.0
461,461,6441,0.0
462,462,6441,0.0
463,463,6441,0.0
464,464,6441,0.0
465,465,6441,0.0
466,466,6441,0.0
467,467,6441,0.0
468,468,6441,0.0
469,469,6441,0.0
470,470,6441,0.0
471,471,6441,100.0
472,472,6441,0.0
473,473,6441,0.0
474,474,6441,0.0
475,475,6441,0.0
476,476,6441,180.0
477,477,6441,200.0
478,478,6441,0.0
479,479,6441,0.0
480,480,6441,0.0
481,481,6441,0.0
482,482,6441,120.0
483,483,6441,0.0
484,484,6441,0.0
485,485,6441,0.0
486,486,6441,0.0
487,487,6441,0.0
488,488,6441,0.0
489,489,6441,120.0
490,490,6441,0.0
491,491,6441,0.0
492,492,6441,0.0
493,493,6441,0.0
494,494,6441,0.0
495,495,6441,0.0
496,496,6441,0.0
497,497,6441,0.0
498,498,6441,0.0
499,499,6441,0.0
500,500,6441,0.0
501,501,6441,0.0
502,502,6441,0.0
503,503,6441,0.0
504,504,6441,0.0
505,505,6441,0.0
506,506,6441,0.0
507,507,6441,0.0
508,508,6441,70.0
509,509,6441,0.0
510,510,6441,0.0
511,511,6441,200.0
512,512,6441,0.0
513,513,6441,0.0
514,514,6441,0.0
515,515,6441,0.0
516,516,6441,0.0
517,517,6469,0.0
518,518,6483,0.0
519,519,6483,0.0
520,520,6490,0.0
521,521,6490,0.0
522,522,6490,0.0
523,523,6490,0.0
524,524,6490,0.0
525,525,6490,0.0
526,526,6490,120.0
527,527,6490,0.0
528,528,6490,0.0
529,529,6490,0.0
530,530,6490,0.0
531,531,6490,0.0
532,532,6490,250.0
533,533,6490,120.0
534,534,6490,0.0
535,535,6490,0.0
536,536,6490,0.0
537,537,6511,0.0
538,538,6511,100.0
539,539,6515,0.0
540,540,6532,200.0
541,541,6532,0.0
542,542,6532,0.0
543,543,6532,0.0
544,544,6539,0.0
545,545,6539,0.0
546,546,6539,0.0
547,547,6539,0.0
548,548,6539,0.0
549,549,6539,0.0
550,550,6547,0.0
551,551,6568,0.0
552,552,6568,0.0
553,553,6568,0.0
554,554,6568,0.0
555,555,6568,0.0
556,556,6568,0.0
557,557,6581,0.0
558,558,6588,0.0
559,559,6595,0.0
560,560,6595,280.0
561,561,6595,0.0
562,562,6595,0.0
563,563,6602,0.0
564,564,6623,0.0
565,565,6623,50.0
566,566,6638,0.0
567,567,6638,0.0
568,568,6655,0.0
569,569,6658,0.0
570,570,6658,0.0
571,571,6658,0.0
572,572,6658,0.0
573,573,6658,0.0
574,574,6658,0.0
575,575,6658,0.0
576,576,6658,0.0
577,577,6658,0.0
578,578,6658,0.0
579,579,6672,0.0
580,580,6686,0.0
581,581,6693,0.0
582,582,6700,0.0
583,583,6728,0.0
584,584,6728,0.0
585,585,6749,0.0
586,586,6749,0.0
587,587,6756,0.0
588,588,6756,0.0
589,589,6756,0.0
590,590,6756,60.0
591,591,6756,0.0
592,592,6756,0.0
593,593,6760,0.0
594,594,6763,0.0
595,595,6770,0.0
596,596,6778,0.0
597,597,6778,0.0
598,598,6778,0.0
599,599,6791,40.0
600,600,6791,0.0
601,601,6791,0.0
602,602,6791,0.0
603,603,6791,0.0
604,604,6791,0.0
605,605,6791,0.0
606,606,6805,0.0
607,607,6805,0.0
608,608,6805,0.0
609,609,6826,0.0
610,610,6840,0.0
611,611,6840,0.0
612,612,6840,150.0
613,613,6840,0.0
614,614,6840,0.0
615,615,6840,0.0
616,616,6840,0.0
617,617,6840,0.0
618,618,6840,0.0
619,619,6840,0.0
620,620,6861,0.0
621,621,6861,0.0
622,622,6861,50.0
623,623,6861,0.0
624,624,6861,0.0
625,625,6861,0.0
626,626,6861,0.0
627,627,6861,0.0
628,628,6861,0.0
629,629,6868,0.0
630,630,6875,0.0
631,631,6875,0.0
632,632,6875,0.0
633,633,6882,0.0
634,634,10021,0.0
635,635,10021,0.0
636,636,10049,0.0
637,637,10049,0.0
638,638,10049,0.0
639,639,10049,50.0
640,640,10049,0.0
641,641,10049,0.0
642,642,10049,0.0
643,643,10049,0.0
644,644,10063,0.0
645,645,10063,0.0
646,646,10084,0.0
647,647,10112,0.0
648,648,10112,0.0
649,649,14014,70.0
650,650,14014,50.0
651,651,14014,120.0
652,652,14014,60.0
653,653,14014,200.0
654,654,14014,0.0
655,655,14014,0.0
656,656,14014,100.0
657,657,14014,0.0
658,658,14014,0.0
659,659,14014,0.0
660,660,14014,0.0
661,661,14014,0.0
662,662,14014,0.0
663,663,14014,50.0
664,664,14014,700.0
665,665,14014,0.0
666,666,14014,0.0
667,667,14014,65.0
668,668,14014,95.0
669,669,14014,80.0
670,670,14014,0.0
671,671,14014,0.0
672,672,14014,70.0
673,673,14014,0.0
674,674,14014,120.0
675,675,14014,0.0
676,676,14014,0.0
677,677,14014,150.0
678,678,14014,0.0
679,679,14021,200.0
680,680,14021,0.0
681,681,14021,80.0
682,682,14021,0.0
683,683,14021,0.0
684,684,14021,0.0
685,685,14021,0.0
686,686,14021,0.0
687,687,14021,70.0
688,688,14021,0.0
689,689,14021,60.0
690,690,14021,0.0
691,691,14028,100.0
692,692,14035,0.0
693,693,14049,600.0
694,694,14056,300.0
695,695,14063,150.0
696,696,14063,500.0
697,697,14070,600.0
698,698,14091,0.0
699,699,14091,0.0
700,700,14091,500.0
701,701,14091,250.0
702,702,14091,70.0
703,703,14091,0.0
704,704,14091,0.0
705,705,14091,0.0
706,706,14091,0.0
707,707,14098,500.0
708,708,14098,0.0
709,709,14098,0.0
710,710,14098,0.0
711,711,14098,0.0
712,712,14112,0.0
713,713,14119,0.0
714,714,14133,0.0
715,715,14133,0.0
716,716,14133,0.0
717,717,14140,450.0
718,718,14140,578.0
719,719,14147,0.0
720,720,14147,0.0
721,721,14147,80.0
722,722,14147,0.0
723,723,14147,30.0
724,724,14161,378.0
725,725,14182,0.0
726,726,18021,200.0
727,727,18021,60.0
728,728,18021,0.0
729,729,18021,0.0
730,730,18021,80.0
731,731,22021,0.0
732,732,22077,0.0
733,733,22077,0.0
734,734,22098,250.0
735,735,22112,150.0
736,736,22126,0.0
737,737,22140,200.0
738,738,22140,0.0
739,739,22140,342.0
740,740,22140,0.0
741,741,22140,0.0
742,742,22140,0.0
743,743,22140,0.0
744,744,22140,0.0
745,745,22140,0.0
746,746,22140,0.0
747,747,22140,0.0
748,748,22140,70.0
749,749,22140,0.0
750,750,26007,0.0
751,751,26007,120.0
752,752,26007,0.0
753,753,26014,0.0
754,754,26021,0.0
755,755,26021,0.0
756,756,26021,0.0
757,757,26021,0.0
758,758,26021,0.0
759,759,26035,0.0
760,760,26077,0.0
761,761,26077,0.0
762,762,26077,180.0
763,763,30008,0.0
764,764,30008,60.0
765,765,30015,200.0
766,766,30015,0.0
767,767,30028,0.0
768,768,30028,0.0
769,769,30056,0.0
770,770,30056,0.0
771,771,30084,0.0
772,772,30084,200.0
773,773,30084,0.0
774,774,30084,0.0
775,775,30084,450.0
776,776,30084,100.0
777,777,30084,400.0
778,778,30084,0.0
779,779,30084,0.0
780,780,30098,0.0
781,781,30098,0.0
782,782,30098,0.0
783,783,30105,0.0
784,784,30105,0.0
785,785,34014,0.0
786,786,34014,0.0
787,787,34014,0.0
788,788,34014,0.0
789,789,34056,0.0
790,790,38021,120.0
791,791,38021,999.0
792,792,38021,0.0
793,793,38021,279.0
794,794,38021,0.0
795,795,38021,0.0
796,796,38021,300.0
797,797,38021,100.0
798,798,38021,100.0
799,799,38021,0.0
800,800,38021,0.0
801,801,38021,0.0
802,802,38028,50.0
803,803,38063,0.0
804,804,38063,0.0
805,805,38094,200.0
806,806,38094,0.0
807,807,38094,0.0
808,808,42021,0.0
809,809,42021,0.0
810,810,42021,0.0
811,811,42021,0.0
812,812,42021,0.0
813,813,42105,0.0
814,814,42140,0.0
815,815,46007,0.0
816,816,46014,0.0
817,817,46014,0.0
818,818,46014,0.0
819,819,46028,0.0
820,820,50007,0.0
821,821,50007,60.0
822,822,50007,0.0
823,823,50007,0.0
824,824,50007,0.0
825,825,50007,0.0
826,826,50021,0.0
827,827,50021,0.0
828,828,50021,60.0
829,829,50028,0.0
830,830,50028,200.0
831,831,50028,0.0
832,832,50028,350.0
833,833,50028,0.0
834,834,50049,0.0
835,835,50063,0.0
836,836,50063,250.0
837,837,50063,0.0
838,838,50070,0.0
839,839,50105,0.0
840,840,50105,0.0
841,841,50126,0.0
842,842,50042,0.0
843,843,54021,0.0
844,844,54028,600.0
845,845,54028,0.0
846,846,54028,0.0
847,847,54028,200.0
848,848,54028,0.0
849,849,54042,0.0
850,850,54042,0.0
851,851,54042,0.0
852,852,54042,80.0
853,853,54063,0.0
854,854,54063,0.0
855,855,54091,200.0
856,856,54091,0.0
857,857,54112,0.0
858,858,54119,0.0
859,859,58035,700.0
860,860,58035,60.0
861,861,58035,300.0
862,862,58035,0.0
863,863,58035,0.0
864,864,58035,0.0
865,865,58035,0.0
866,866,58035,297.0
867,867,58035,80.0
868,868,58035,0.0
869,869,58035,126.0
870,870,58035,0.0
871,871,58056,0.0
872,872,58056,0.0
873,873,58056,0.0
874,874,58056,0.0
875,875,58070,0.0
876,876,58112,150.0
877,877,62007,40.0
878,878,62007,0.0
879,879,62021,90.0
880,880,62021,0.0
881,881,62021,0.0
882,882,62021,0.0
883,883,62021,0.0
884,884,62021,0.0
885,885,62021,0.0
886,886,62028,80.0
887,887,62042,60.0
888,888,62042,0.0
889,889,62042,0.0
890,890,62042,240.0
891,891,62042,0.0
892,892,62042,200.0
893,893,62042,300.0
894,894,62042,70.0
895,895,62077,300.0
896,896,66021,0.0
897,897,66021,120.0
898,898,66028,0.0
899,899,66028,0.0
900,900,66028,0.0
901,901,66028,0.0
902,902,66028,288.0
903,903,66028,0.0
904,904,66028,0.0
905,905,66049,0.0
906,906,66056,0.0
907,907,66126,0.0
908,908,66147,0.0
909,909,66154,50.0
910,910,66070,0.0
911,911,70028,976.0
912,912,70028,0.0
913,913,70028,0.0
914,914,70028,0.0
915,915,70028,0.0
916,916,70028,0.0
917,917,70028,0.0
918,918,70042,0.0
919,919,70084,0.0
920,920,74007,0.0
921,921,74021,0.0
922,922,74035,0.0
923,923,74035,0.0
924,924,74049,120.0
925,925,74049,0.0
926,926,74056,0.0
927,927,74056,0.0
928,928,74056,393.0
929,929,74056,0.0
930,930,74056,0.0
931,931,74056,0.0
932,932,74056,0.0
933,933,74056,0.0
934,934,74056,0.0
935,935,78014,0.0
936,936,78014,0.0
937,937,78014,0.0
938,938,78014,0.0
939,939,78014,0.0
940,940,78021,0.0
941,941,78021,0.0
942,942,78021,0.0
943,943,78021,0.0
944,944,78028,0.0
945,945,78028,0.0
946,946,82014,300.0
947,947,82021,0.0
948,948,82021,50.0
949,949,82021,270.0
950,950,82021,30.0
951,951,82021,250.0
952,952,82021,180.0
953,953,82021,0.0
954,954,82028,0.0
955,955,82028,0.0
956,956,82042,0.0
957,957,82042,35.0
958,958,82042,0.0
959,959,82049,0.0
960,960,82049,40.0
961,961,82049,0.0
962,962,82049,0.0
963,963,82063,0.0
964,964,82063,0.0
965,965,82063,0.0
966,966,82063,0.0
967,967,82063,200.0
968,968,82063,0.0
969,969,82063,0.0
970,970,82063,0.0
971,971,82063,0.0
972,972,82063,0.0
973,973,82063,800.0
974,974,82063,285.0
975,975,82063,420.0
976,976,82063,250.0
977,977,82063,0.0
978,978,82063,0.0
979,979,82063,0.0
980,980,82063,200.0
981,981,82070,0.0
982,982,82070,130.0
983,983,82070,300.0
984,984,82070,0.0
985,985,82070,0.0
986,986,82070,150.0
987,987,82084,0.0
988,988,82084,0.0
989,989,82084,0.0
990,990,82084,0.0
991,991,82084,0.0
992,992,82084,0.0
993,993,82084,0.0
994,994,82084,0.0
995,995,82084,0.0
996,996,82084,150.0
997,997,82084,0.0
998,998,82084,0.0
999,999,82084,659.0
1000,1000,82084,0.0
1001,1001,82084,400.0
1002,1002,82084,0.0
1003,1003,82084,95.0
1004,1004,82084,0.0
1005,1005,82084,200.0
1006,1006,82084,0.0
1007,1007,82084,0.0
1008,1008,82084,190.0
1009,1009,82084,0.0
1010,1010,82084,0.0
1011,1011,82084,0.0
1012,1012,82084,0.0
1013,1013,82084,0.0
1014,1014,82084,0.0
1015,1015,82084,0.0
1016,1016,82084,0.0
1017,1017,82084,0.0
1018,1018,82084,500.0
1019,1019,82084,0.0
1020,1020,82084,0.0
1021,1021,82084,0.0
1022,1022,82084,45.0
1023,1023,82091,300.0
1024,1024,82112,80.0
1025,1025,82119,0.0
1026,1026,82119,0.0
1027,1027,82119,150.0
1028,1028,82126,0.0
1029,1029,82126,0.0
1030,1030,82133,150.0
1031,1031,86035,0.0
1032,1032,86035,150.0
1033,1033,86049,0.0
1034,1034,86049,0.0
1035,1035,86049,200.0
1036,1036,86049,70.0
1037,1037,86147,0.0
1038,1038,90014,0.0
1039,1039,90049,0.0
1040,1040,90063,296.0
1041,1041,90063,650.0
1042,1042,90084,0.0
1043,1043,90084,0.0
1044,1044,90084,0.0
1045,1045,90084,0.0
1046,1046,90084,0.0
1047,1047,90084,0.0
1048,1048,90084,0.0
1049,1049,90084,53.0
1050,1050,90084,0.0
1051,1051,90084,0.0
1052,1052,90105,0.0
1053,1053,90119,0.0
1054,1054,90119,0.0
1055,1055,90119,0.0
1056,1056,94007,0.0
1057,1057,94007,0.0
1058,1058,94007,0.0
1059,1059,94007,0.0
1060,1060,94007,431.0
1061,1061,94014,0.0
1062,1062,94014,0.0
1063,1063,94014,0.0
1064,1064,94014,260.0
1065,1065,94014,0.0
1066,1066,94014,0.0
