,id_ee,id_depto,jardin,primario,secundario
311,20046100,2000.0,0,1,0
312,20046200,2000.0,0,1,0
313,20046300,2000.0,0,1,0
314,20046400,2000.0,1,1,0
315,20046700,2000.0,1,0,0
316,20046702,2000.0,1,0,0
317,20046703,2000.0,1,0,0
318,20046900,2000.0,0,0,1
319,20047000,2000.0,0,1,0
320,20047200,2000.0,0,1,0
321,20047300,2000.0,0,1,0
322,20047400,2000.0,0,1,0
323,20047600,2000.0,0,1,0
324,20047700,2000.0,1,0,0
325,20047800,2000.0,0,0,1
326,20047900,2000.0,1,1,1
327,20048100,2000.0,0,1,0
328,20048300,2000.0,0,0,1
329,20048400,2000.0,0,1,0
330,20048500,2000.0,0,1,0
331,20048600,2000.0,1,1,1
332,20048700,2000.0,0,0,1
333,20048900,2000.0,0,1,0
334,20049000,2000.0,0,1,0
335,20049100,2000.0,0,1,0
336,20049200,2000.0,1,0,0
337,20049300,2000.0,1,1,1
338,20049400,2000.0,0,0,1
339,20049500,2000.0,0,1,0
340,20049600,2000.0,1,1,1
341,20049700,2000.0,0,1,0
342,20049900,2000.0,0,0,1
343,20050000,2000.0,0,0,1
344,20050200,2000.0,1,1,1
345,20050300,2000.0,1,1,1
346,20050400,2000.0,0,1,0
347,20050600,2000.0,0,0,1
348,20050800,2000.0,1,1,1
349,20050900,2000.0,0,0,1
350,20051100,2000.0,1,1,1
351,20051200,2000.0,1,1,1
352,20051300,2000.0,1,1,1
353,20051400,2000.0,0,1,0
354,20051600,2000.0,0,1,0
355,20051800,2000.0,0,1,0
356,20051900,2000.0,0,1,0
357,20052000,2000.0,0,1,0
358,20052100,2000.0,1,1,1
359,20052300,2000.0,0,1,0
360,20052400,2000.0,0,1,0
361,20052500,2000.0,1,1,0
362,20052600,2000.0,0,0,0
363,20052700,2000.0,0,1,1
364,20052800,2000.0,0,1,0
365,20053000,2000.0,0,1,0
366,20053100,2000.0,0,0,0
367,20053200,2000.0,1,1,0
368,20053300,2000.0,0,1,0
369,20053400,2000.0,1,1,1
370,20053500,2000.0,1,1,1
371,20053600,2000.0,0,1,1
372,20053601,2000.0,0,0,0
373,20053602,2000.0,1,0,0
374,20053900,2000.0,0,0,0
375,20054000,2000.0,0,1,0
376,20054100,2000.0,1,1,1
377,20054200,2000.0,1,0,0
378,20054300,2000.0,0,0,1
379,20054400,2000.0,0,1,0
380,20054500,2000.0,1,1,0
381,20054600,2000.0,0,1,0
382,20055400,2000.0,1,0,0
383,20055401,2000.0,1,0,0
384,20055402,2000.0,1,0,0
385,20055403,2000.0,1,0,0
386,20055404,2000.0,1,0,0
387,20055500,2000.0,0,0,1
388,20055600,2000.0,0,1,0
389,20055700,2000.0,0,1,0
390,20055800,2000.0,0,1,0
391,20055900,2000.0,1,0,0
392,20056000,2000.0,1,1,1
393,20056100,2000.0,1,1,1
394,20056200,2000.0,1,1,1
395,20056300,2000.0,0,0,1
396,20056400,2000.0,0,0,0
397,20056500,2000.0,1,1,1
398,20056600,2000.0,0,1,0
399,20056700,2000.0,0,1,0
400,20056800,2000.0,0,0,1
401,20057000,2000.0,0,1,0
402,20057100,2000.0,1,1,1
403,20057200,2000.0,1,1,1
404,20057500,2000.0,1,1,0
405,20057800,2000.0,0,1,0
406,20057900,2000.0,1,1,1
407,20058000,2000.0,1,0,0
408,20058001,2000.0,1,0,0
409,20058100,2000.0,0,1,0
410,20058200,2000.0,0,1,0
411,20058300,2000.0,0,0,1
412,20058400,2000.0,0,1,1
413,20058401,2000.0,0,0,0
414,20058500,2000.0,1,1,0
415,20058800,2000.0,1,1,1
416,20058900,2000.0,0,1,0
417,20059200,2000.0,0,1,0
418,20059300,2000.0,0,1,0
419,20059400,2000.0,1,1,1
420,20059500,2000.0,1,0,0
421,20059600,2000.0,0,1,0
422,20059800,2000.0,0,1,0
423,20059900,2000.0,0,1,0
424,20060000,2000.0,1,1,1
425,20060100,2000.0,0,1,0
426,20060200,2000.0,0,0,1
427,20060300,2000.0,0,0,0
428,20060500,2000.0,1,1,1
429,20060600,2000.0,1,0,0
430,20060700,2000.0,0,1,0
431,20061100,2000.0,0,0,1
432,20061200,2000.0,0,0,1
433,20061300,2000.0,1,1,1
434,20061400,2000.0,1,1,0
435,20061500,2000.0,0,1,0
436,20061600,2000.0,1,1,1
437,20061700,2000.0,1,0,0
438,20061701,2000.0,1,0,0
439,20061703,2000.0,1,0,0
440,20061704,2000.0,1,0,0
441,20061800,2000.0,0,1,0
442,20061900,2000.0,0,1,0
443,20062000,2000.0,1,1,1
444,20062100,2000.0,1,0,0
445,20062200,2000.0,0,0,1
446,20062300,2000.0,0,0,1
447,20062400,2000.0,1,1,1
448,20062800,2000.0,0,0,1
449,20062900,2000.0,0,1,0
450,20063000,2000.0,1,0,0
451,20063100,2000.0,0,1,0
452,20063200,2000.0,1,1,0
453,20063300,2000.0,1,1,1
454,20063500,2000.0,0,1,0
455,20063700,2000.0,0,0,1
456,20063800,2000.0,0,1,0
457,20063900,2000.0,1,0,0
458,20064100,2000.0,1,1,1
459,20064200,2000.0,1,1,0
460,20064300,2000.0,0,0,1
461,20064400,2000.0,0,1,0
462,20064500,2000.0,0,1,0
463,20064600,2000.0,0,1,0
464,20064700,2000.0,1,0,0
465,20064800,2000.0,0,1,0
466,20064900,2000.0,0,0,1
467,20065000,2000.0,0,1,1
468,20065200,2000.0,0,0,1
469,20065300,2000.0,1,1,1
470,20065400,2000.0,0,1,0
471,20065500,2000.0,1,1,1
472,20065600,2000.0,0,1,0
473,20065800,2000.0,1,1,1
474,20065900,2000.0,0,1,0
475,20066000,2000.0,0,1,0
476,20066100,2000.0,0,1,0
477,20066200,2000.0,0,1,0
478,20066300,2000.0,1,1,1
479,20066400,2000.0,1,1,1
480,20066600,2000.0,1,0,0
481,20066700,2000.0,0,1,0
482,20066800,2000.0,1,1,1
483,20066900,2000.0,0,1,0
484,20067000,2000.0,1,1,0
485,20067200,2000.0,1,1,1
486,20067300,2000.0,1,1,1
487,20067400,2000.0,1,1,1
488,20067500,2000.0,1,1,1
489,20067600,2000.0,1,1,1
490,20067700,2000.0,1,1,1
491,20067800,2000.0,0,1,0
492,20068000,2000.0,0,0,1
493,20068100,2000.0,0,1,0
494,20068300,2000.0,1,1,1
495,20068400,2000.0,1,1,1
496,20068500,2000.0,1,1,1
497,20068600,2000.0,1,1,1
498,20068700,2000.0,0,1,0
499,20068900,2000.0,0,1,0
500,20069000,2000.0,1,1,1
501,20069100,2000.0,1,1,1
502,20069200,2000.0,0,0,0
503,20069400,2000.0,0,1,0
504,20069500,2000.0,1,0,0
505,20069502,2000.0,1,0,0
506,20069504,2000.0,1,0,0
507,20069600,2000.0,1,1,1
508,20069900,2000.0,1,1,1
509,20070000,2000.0,1,1,1
510,20070100,2000.0,0,1,0
511,20070200,2000.0,1,0,0
512,20070300,2000.0,1,0,0
513,20070400,2000.0,0,0,0
514,20070500,2000.0,0,1,0
515,20070600,2000.0,1,0,0
516,20070601,2000.0,1,0,0
517,20070602,2000.0,1,0,0
518,20070603,2000.0,1,0,0
519,20070700,2000.0,0,1,0
520,20070800,2000.0,1,1,1
521,20070900,2000.0,1,0,0
522,20071000,2000.0,0,1,0
523,20071100,2000.0,0,1,0
524,20071300,2000.0,1,0,0
525,20071302,2000.0,1,0,0
526,20071303,2000.0,1,0,0
527,20071400,2000.0,0,1,0
528,20071500,2000.0,0,0,0
529,20071600,2000.0,1,1,1
530,20071700,2000.0,1,1,1
531,20071800,2000.0,1,1,1
532,20072000,2000.0,0,0,0
533,20072100,2000.0,1,1,1
534,20072300,2000.0,1,1,1
535,20072400,2000.0,0,0,1
536,20072600,2000.0,0,1,0
537,20072700,2000.0,0,1,0
538,20072800,2000.0,1,1,1
539,20072900,2000.0,1,1,1
540,20073000,2000.0,0,1,0
541,20073100,2000.0,0,1,0
542,20073200,2000.0,0,0,1
543,20073300,2000.0,1,1,1
544,20073500,2000.0,0,1,0
545,20073600,2000.0,1,1,0
546,20073700,2000.0,1,0,0
547,20073701,2000.0,1,0,0
548,20073702,2000.0,1,0,0
549,20073703,2000.0,1,0,0
550,20073800,2000.0,1,1,1
551,20073900,2000.0,1,1,1
552,20074000,2000.0,1,1,1
553,20074100,2000.0,1,1,0
554,20074200,2000.0,0,0,0
555,20074300,2000.0,0,1,0
556,20074400,2000.0,0,0,1
557,20074500,2000.0,0,1,0
558,20074600,2000.0,0,0,1
559,20074700,2000.0,1,1,1
560,20074800,2000.0,1,1,1
561,20074900,2000.0,1,1,1
562,20075100,2000.0,0,1,0
563,20075300,2000.0,1,1,1
564,20075500,2000.0,0,0,1
565,20075600,2000.0,0,0,1
566,20075700,2000.0,1,0,0
567,20075800,2000.0,0,1,0
568,20076000,2000.0,0,1,0
569,20076100,2000.0,0,1,0
570,20076200,2000.0,0,1,0
571,20076300,2000.0,0,1,0
572,20076500,2000.0,0,1,0
573,20076600,2000.0,1,1,0
574,20076700,2000.0,1,1,1
575,20076800,2000.0,1,1,1
576,20076900,2000.0,1,1,0
577,20077000,2000.0,0,0,1
578,20077200,2000.0,0,1,0
579,20077400,2000.0,0,1,0
580,20077500,2000.0,0,1,0
581,20077600,2000.0,1,1,1
582,20077800,2000.0,0,1,0
583,20077900,2000.0,0,0,1
584,20078000,2000.0,0,1,0
585,20078100,2000.0,1,1,1
586,20078300,2000.0,1,1,1
587,20078400,2000.0,0,1,0
588,20078500,2000.0,1,1,1
589,20078600,2000.0,0,1,0
590,20078900,2000.0,1,1,0
591,20079000,2000.0,1,0,0
592,20079100,2000.0,0,1,0
593,20079400,2000.0,0,1,0
594,20079500,2000.0,0,0,0
595,20079700,2000.0,1,0,0
596,20079900,2000.0,0,1,0
597,20080000,2000.0,1,0,0
598,20080001,2000.0,1,0,0
599,20080002,2000.0,1,0,0
600,20080300,2000.0,1,0,0
601,20080500,2000.0,0,1,0
602,20080800,2000.0,0,0,1
603,20080900,2000.0,0,1,0
604,20081000,2000.0,1,0,0
605,20081100,2000.0,0,1,0
606,20081300,2000.0,0,1,0
607,20081400,2000.0,0,1,0
608,20081600,2000.0,1,0,0
609,20081800,2000.0,0,1,0
610,20082000,2000.0,0,1,0
611,20082200,2000.0,1,1,1
612,20082300,2000.0,1,1,1
613,20082400,2000.0,0,1,0
614,20082500,2000.0,0,0,1
615,20082600,2000.0,0,1,0
616,20082800,2000.0,1,1,1
617,20082900,2000.0,0,1,0
618,20083000,2000.0,0,1,0
619,20083100,2000.0,0,1,0
620,20083200,2000.0,1,1,0
621,20083300,2000.0,1,1,1
622,20083400,2000.0,1,1,1
623,20083500,2000.0,0,0,1
624,20083800,2000.0,0,0,1
625,20083900,2000.0,0,0,1
626,20084000,2000.0,0,0,1
627,20084300,2000.0,0,0,1
628,20084500,2000.0,1,1,1
629,20084600,2000.0,0,1,0
630,20084800,2000.0,1,0,0
631,20084801,2000.0,1,0,0
632,20084802,2000.0,1,0,0
633,20084803,2000.0,1,0,0
634,20084804,2000.0,1,0,0
635,20084900,2000.0,0,0,1
636,20085000,2000.0,0,1,0
637,20085200,2000.0,0,0,0
638,20085400,2000.0,0,0,0
639,20085500,2000.0,1,1,1
640,20085600,2000.0,1,1,0
641,20085900,2000.0,0,0,1
642,20086000,2000.0,1,1,1
643,20086200,2000.0,0,1,1
644,20086400,2000.0,0,1,0
645,20086500,2000.0,0,0,1
646,20086600,2000.0,1,1,1
647,20086700,2000.0,0,0,1
648,20086800,2000.0,1,1,1
649,20086900,2000.0,0,1,0
650,20087000,2000.0,0,0,0
651,20087100,2000.0,0,0,1
652,20087200,2000.0,1,0,0
653,20087201,2000.0,1,0,0
654,20087202,2000.0,1,0,0
655,20087300,2000.0,1,1,1
656,20087400,2000.0,0,1,0
657,20087500,2000.0,1,1,1
658,20087600,2000.0,0,0,1
659,20087700,2000.0,0,1,0
660,20087800,2000.0,0,1,0
661,20087900,2000.0,1,0,0
662,20087902,2000.0,1,0,0
663,20087903,2000.0,1,0,0
664,20088000,2000.0,0,1,0
665,20088100,2000.0,0,1,0
666,20088200,2000.0,0,1,0
667,20088300,2000.0,0,0,1
668,20088400,2000.0,0,1,0
669,20088500,2000.0,1,1,1
670,20088600,2000.0,1,1,1
671,20088700,2000.0,0,1,0
672,20088800,2000.0,0,1,0
673,20088900,2000.0,1,0,0
674,20089000,2000.0,0,0,0
675,20089100,2000.0,1,1,0
676,20089200,2000.0,0,1,0
677,20089300,2000.0,0,1,0
678,20089400,2000.0,0,1,0
679,20089500,2000.0,0,1,0
680,20089501,2000.0,1,0,0
681,20089502,2000.0,0,0,1
682,20089600,2000.0,0,1,0
683,20089700,2000.0,1,1,1
684,20089800,2000.0,0,1,0
685,20089900,2000.0,1,1,1
686,20090100,2000.0,1,0,0
687,20090200,2000.0,0,1,0
688,20090300,2000.0,0,0,1
689,20090400,2000.0,1,1,1
690,20090600,2000.0,0,1,0
691,20090700,2000.0,0,1,0
692,20090900,2000.0,1,0,0
693,20091000,2000.0,1,1,1
694,20091100,2000.0,0,0,1
695,20091200,2000.0,1,1,1
696,20091400,2000.0,1,1,0
697,20091600,2000.0,1,1,0
698,20091800,2000.0,1,1,1
699,20092000,2000.0,0,0,1
700,20092100,2000.0,1,1,0
701,20092200,2000.0,1,1,1
702,20092500,2000.0,1,1,1
703,20092600,2000.0,1,1,1
704,20092700,2000.0,0,1,0
705,20092800,2000.0,0,1,0
706,20092900,2000.0,0,1,0
707,20093000,2000.0,0,0,1
708,20093001,2000.0,0,0,1
709,20093100,2000.0,1,0,0
710,20093101,2000.0,1,0,0
711,20093102,2000.0,1,0,0
712,20093103,2000.0,1,0,0
713,20093104,2000.0,1,0,0
714,20093105,2000.0,1,0,0
715,20093200,2000.0,0,1,0
716,20093300,2000.0,0,1,0
717,20093400,2000.0,0,1,0
718,20093500,2000.0,0,1,0
719,20093600,2000.0,0,1,0
720,20093800,2000.0,0,1,0
721,20093900,2000.0,0,0,1
722,20094000,2000.0,1,1,0
723,20094100,2000.0,0,1,0
724,20094200,2000.0,0,0,1
725,20094300,2000.0,1,1,1
726,20094400,2000.0,0,0,1
727,20094500,2000.0,1,1,1
728,20094700,2000.0,0,1,0
729,20094800,2000.0,1,1,0
730,20094900,2000.0,1,1,1
731,20095000,2000.0,0,0,1
732,20095100,2000.0,1,1,1
733,20095300,2000.0,1,0,0
734,20095400,2000.0,1,0,0
735,20095401,2000.0,1,0,0
736,20095402,2000.0,1,0,0
737,20095500,2000.0,1,1,1
738,20095600,2000.0,1,1,1
739,20095700,2000.0,0,0,1
740,20095800,2000.0,0,0,1
741,20095900,2000.0,1,1,1
742,20096000,2000.0,1,1,1
743,20096100,2000.0,0,1,0
744,20096200,2000.0,1,1,0
745,20096600,2000.0,1,1,1
746,20096700,2000.0,1,1,1
747,20096800,2000.0,1,1,1
748,20096900,2000.0,0,0,0
749,20097000,2000.0,0,1,0
750,20097100,2000.0,0,1,0
751,20097200,2000.0,0,1,0
752,20097300,2000.0,0,0,1
753,20097400,2000.0,1,1,1
754,20097500,2000.0,1,0,0
755,20097501,2000.0,1,0,0
756,20097502,2000.0,1,0,0
757,20097503,2000.0,1,0,0
758,20097600,2000.0,1,1,1
759,20097700,2000.0,1,1,1
760,20097800,2000.0,1,1,1
761,20097900,2000.0,0,1,0
762,20098200,2000.0,0,1,0
763,20098300,2000.0,1,1,1
764,20098400,2000.0,0,1,0
765,20098500,2000.0,0,0,1
766,20098600,2000.0,0,0,1
767,20098700,2000.0,0,1,0
768,20098800,2000.0,1,0,0
769,20098900,2000.0,1,1,0
770,20099000,2000.0,1,1,1
771,20099100,2000.0,0,1,0
772,20099200,2000.0,1,0,0
773,20099400,2000.0,0,1,0
774,20099600,2000.0,0,1,0
775,20099700,2000.0,1,1,1
776,20099800,2000.0,1,1,1
777,20099900,2000.0,1,1,1
778,20100000,2000.0,0,1,0
779,20100100,2000.0,1,0,0
780,20100400,2000.0,1,1,1
781,20100500,2000.0,0,1,0
782,20100700,2000.0,0,1,0
783,20100800,2000.0,0,1,0
784,20100900,2000.0,0,1,0
785,20101000,2000.0,0,0,1
786,20101100,2000.0,0,0,1
787,20101300,2000.0,0,1,0
788,20101400,2000.0,0,1,0
789,20101700,2000.0,0,0,0
790,20101900,2000.0,0,0,0
791,20102100,2000.0,0,0,0
792,20102400,2000.0,1,0,0
793,20102500,2000.0,0,1,0
794,20102600,2000.0,0,1,0
795,20102700,2000.0,0,1,0
796,20102900,2000.0,1,0,0
797,20103000,2000.0,0,1,0
798,20103600,2000.0,0,1,0
799,20103800,2000.0,0,0,1
800,20104000,2000.0,1,1,1
801,20104100,2000.0,0,0,1
802,20104400,2000.0,1,0,0
803,20104600,2000.0,0,1,0
804,20104700,2000.0,0,1,0
805,20104900,2000.0,1,1,1
806,20105000,2000.0,1,0,0
807,20105001,2000.0,1,0,0
808,20105002,2000.0,1,0,0
809,20105003,2000.0,1,0,0
810,20105100,2000.0,0,0,1
811,20105200,2000.0,1,1,1
812,20105300,2000.0,1,1,0
813,20105400,2000.0,1,1,1
814,20105700,2000.0,1,0,0
815,20105800,2000.0,1,0,0
816,20105801,2000.0,1,0,0
817,20105802,2000.0,1,0,0
818,20105803,2000.0,1,0,0
819,20105900,2000.0,0,1,0
