,id_ee,id_depto,jardin,primario,secundario
2209,60055500,6882.0,0,1,0
2210,60055600,6882.0,1,0,0
2211,60055900,6161.0,0,1,0
2212,60056000,6161.0,0,1,0
2213,60056100,6161.0,0,1,0
2214,60056200,6161.0,0,0,0
2215,60056800,6105.0,0,1,0
2216,60056900,6154.0,0,1,0
2217,60057000,6154.0,0,1,0
2218,60057200,6154.0,0,1,0
2219,60057300,6154.0,0,1,0
2220,60057400,6154.0,0,0,1
2221,60057600,6154.0,0,0,1
2222,60057700,6154.0,0,1,0
2223,60057800,6154.0,0,1,0
2224,60057900,6154.0,0,1,0
2225,60058000,6154.0,1,0,0
2226,60058100,6154.0,0,1,0
2227,60058200,6770.0,0,0,1
2228,60058300,6515.0,1,0,0
2229,60058400,6770.0,0,1,0
2230,60058500,6770.0,0,1,0
2231,60058600,6770.0,0,1,0
2232,60058900,6427.0,1,0,0
2233,60059100,6315.0,0,1,0
2234,60059400,6412.0,1,0,0
2235,60059500,6049.0,0,1,0
2236,60059600,6049.0,0,1,0
2237,60059700,6049.0,0,1,0
2238,60059800,6049.0,0,1,0
2239,60059900,6049.0,0,1,0
2240,60060100,6049.0,0,1,0
2241,60060200,6049.0,0,1,0
2242,60060400,6049.0,0,1,0
2243,60060500,6049.0,0,1,0
2244,60060600,6049.0,0,1,0
2245,60060700,6049.0,0,1,0
2246,60060800,6049.0,0,1,0
2247,60060900,6049.0,0,1,0
2248,60061000,6049.0,0,1,0
2249,60061100,6049.0,0,1,0
2250,60061200,6049.0,1,0,0
2251,60061300,6049.0,0,1,0
2252,60061500,6049.0,0,1,0
2253,60061700,6049.0,0,1,0
2254,60061800,6049.0,0,1,0
2255,60061900,6049.0,1,0,0
2256,60062000,6049.0,0,1,0
2257,60062200,6196.0,0,1,0
2258,60062700,6196.0,0,1,0
2259,60062800,6196.0,0,1,0
2260,60062900,6196.0,0,1,0
2261,60063000,6196.0,0,1,0
2262,60063500,6392.0,0,1,0
2263,60063700,6392.0,0,1,0
2264,60064000,6392.0,1,0,0
2265,60064300,6655.0,0,1,0
2266,60064400,6655.0,0,1,0
2267,60064500,6655.0,0,1,0
2268,60064600,6655.0,0,1,0
2269,60064700,6655.0,0,1,0
2270,60064800,6655.0,0,1,0
2271,60064900,6655.0,0,1,0
2272,60065000,6655.0,0,1,0
2273,60065100,6655.0,0,1,0
2274,60065200,6655.0,0,0,1
2275,60065500,6655.0,1,0,0
2276,60065600,6655.0,1,0,0
2277,60065700,6655.0,1,0,0
2278,60065800,6655.0,1,0,0
2279,60066100,6505.0,1,0,0
2280,60066200,6505.0,0,1,0
2281,60066300,6505.0,0,1,0
2282,60066400,6505.0,0,1,0
2283,60066500,6505.0,0,1,0
2284,60066600,6505.0,0,1,0
2285,60066700,6505.0,0,1,0
2286,60066800,6505.0,0,1,0
2287,60066900,6505.0,0,1,0
2288,60067000,6505.0,0,1,0
2289,60067200,6505.0,0,1,0
2290,60067300,6655.0,0,1,0
2291,60067400,6655.0,0,0,0
2292,60067500,6609.0,1,0,0
2293,60067600,6854.0,0,1,0
2294,60067800,6854.0,0,1,0
2295,60067900,6854.0,0,1,0
2296,60068000,6385.0,1,0,0
2297,60068300,6476.0,0,1,0
2298,60068500,6476.0,0,1,0
2299,60068700,6476.0,0,1,0
2300,60068800,6476.0,1,0,0
2301,60069000,6476.0,0,1,0
2302,60069200,6476.0,1,0,0
2303,60069300,6476.0,0,1,0
2304,60069500,6791.0,0,1,0
2305,60069600,6791.0,1,0,0
2306,60069700,6791.0,0,1,0
2307,60069800,6791.0,1,0,0
2308,60069900,6791.0,0,1,0
2309,60070000,6791.0,0,1,0
2310,60070200,6791.0,0,1,0
2311,60070300,6791.0,0,1,0
2312,60070400,6791.0,0,1,0
2313,60070500,6791.0,1,0,0
2314,60070800,6791.0,0,1,0
2315,60070900,6791.0,0,1,0
2316,60071000,6791.0,0,1,0
2317,60071200,6134.0,0,1,0
2318,60071400,6441.0,0,1,0
2319,60071500,6441.0,0,1,0
2320,60071600,6826.0,1,0,0
2321,60071700,6441.0,0,1,0
2322,60071800,6441.0,0,0,1
2323,60071900,6441.0,0,1,0
2324,60072000,6441.0,0,0,1
2325,60072100,6441.0,0,0,1
2326,60072200,6441.0,1,1,0
2327,60072300,6441.0,1,0,0
2328,60072500,6441.0,0,1,0
2329,60072600,6441.0,1,0,0
2330,60072800,6441.0,0,1,0
2331,60073000,6441.0,1,0,0
2332,60073100,6441.0,0,1,0
2333,60073300,6441.0,0,0,0
2334,60073400,6441.0,1,0,0
2335,60073600,6084.0,0,0,1
2336,60073800,6084.0,1,0,0
2337,60073900,6084.0,1,0,0
2338,60074000,6084.0,0,1,0
2339,60074100,6112.0,0,0,1
2340,60074200,6112.0,0,0,1
2341,60074400,6441.0,0,1,0
2342,60074700,6826.0,1,0,0
2343,60074800,6826.0,0,1,0
2344,60074900,6826.0,1,0,0
2345,60075000,6826.0,1,0,0
2346,60075100,6826.0,0,1,0
2347,60075200,6826.0,0,1,0
2348,60075300,6826.0,1,0,0
2349,60075400,6560.0,1,0,0
2350,60075500,6826.0,0,1,0
2351,60075600,6826.0,0,1,0
2352,60075700,6826.0,0,1,0
2353,60075800,6826.0,0,1,0
2354,60075900,6441.0,1,0,0
2355,60076200,6735.0,0,1,0
2356,60076300,6735.0,0,1,0
2357,60076400,6735.0,0,1,0
2358,60076500,6735.0,0,1,0
2359,60076700,6231.0,1,0,0
2360,60076800,6231.0,1,0,0
2361,60076900,6231.0,1,0,0
2362,60077000,6231.0,0,1,0
2363,60077100,6231.0,0,1,0
2364,60077200,6231.0,0,1,0
2365,60077300,6231.0,0,1,0
2366,60077400,6231.0,0,1,0
2367,60077500,6231.0,0,1,0
2368,60077600,6231.0,0,0,0
2369,60077700,6231.0,1,0,0
2370,60077800,6231.0,0,0,1
2371,60077900,6231.0,0,0,1
2372,60078000,6231.0,0,1,0
2373,60078100,6231.0,0,1,0
2374,60078200,6231.0,1,0,0
2375,60078300,6224.0,1,0,0
2376,60078400,6028.0,1,0,0
2377,60078600,6105.0,1,0,0
2378,60078700,6105.0,1,0,0
2379,60078800,6105.0,1,0,0
2380,60079200,6119.0,0,1,0
2381,60079300,6119.0,0,1,0
2382,60079400,6343.0,0,1,0
2383,60079500,6343.0,0,1,0
2384,60079600,6343.0,0,1,0
2385,60079700,6343.0,0,1,0
2386,60079800,6105.0,0,1,0
2387,60079900,6028.0,1,0,0
2388,60080100,6791.0,0,1,0
2389,60080200,6791.0,0,1,0
2390,60080300,6791.0,0,1,0
2391,60080400,6791.0,0,1,0
2392,60080600,6791.0,1,0,0
2393,60080700,6791.0,1,0,0
2394,60080800,6791.0,0,1,0
2395,60080900,6791.0,0,1,0
2396,60081100,6791.0,0,0,1
2397,60081200,6791.0,1,0,0
2398,60081300,6791.0,1,0,0
2399,60081400,6638.0,1,0,0
2400,60081500,6638.0,1,0,0
2401,60081600,6077.0,0,1,0
2402,60081700,6077.0,0,1,0
2403,60081800,6077.0,0,1,0
2404,60081900,6623.0,0,1,0
2405,60082200,6763.0,1,0,0
2406,60082300,6028.0,1,0,0
2407,60082400,6028.0,1,0,0
2408,60082500,6028.0,0,1,0
2409,60082600,6763.0,0,1,0
2410,60082800,6028.0,1,0,0
2411,60083100,6028.0,1,0,0
2412,60083300,6028.0,1,0,0
2413,60083500,6028.0,1,0,0
2414,60083600,6770.0,1,0,0
2415,60083800,6770.0,1,0,0
2416,60083900,6770.0,0,1,0
2417,60084000,6408.0,1,0,0
2418,60084100,6749.0,1,0,0
2419,60084400,6749.0,0,1,0
2420,60084600,6749.0,1,0,0
2421,60084700,6686.0,1,0,0
2422,60084800,6686.0,1,0,0
2423,60085000,6763.0,0,1,0
2424,60085100,6665.0,1,0,0
2425,60085400,6105.0,0,1,0
2426,60085500,6105.0,0,1,0
2427,60085600,6105.0,0,1,0
2428,60085700,6105.0,0,1,0
2429,60085800,6105.0,0,1,0
2430,60086000,6763.0,1,0,0
2431,60086100,6763.0,1,0,0
2432,60086300,6588.0,1,0,0
2433,60086400,6588.0,0,1,0
2434,60086600,6588.0,0,1,0
2435,60086700,6588.0,0,1,0
2436,60087000,6588.0,0,1,0
2437,60087400,6763.0,0,1,0
2438,60087500,6763.0,0,0,1
2439,60087501,6763.0,0,0,1
2440,60087600,6763.0,0,1,0
2441,60087700,6028.0,0,1,0
2442,60087800,6028.0,0,1,0
2443,60088000,6763.0,1,0,0
2444,60088100,6763.0,1,0,0
2445,60088200,6763.0,1,0,0
2446,60088300,6077.0,0,1,0
2447,60088500,6077.0,0,1,0
2448,60088600,6077.0,0,1,0
2449,60088700,6077.0,0,1,0
2450,60088800,6077.0,0,1,0
2451,60089000,6077.0,0,1,0
2452,60089100,6077.0,0,1,0
2453,60089200,6077.0,0,1,0
2454,60089400,6077.0,0,1,0
2455,60089500,6077.0,0,1,0
2456,60089600,6077.0,1,0,0
2457,60089700,6028.0,0,1,0
2458,60089800,6028.0,1,0,0
2459,60090100,6028.0,0,1,0
2460,60090300,6861.0,1,0,0
2461,60090400,6861.0,0,1,0
2462,60090500,6861.0,1,0,0
2463,60090700,6861.0,0,1,0
2464,60090800,6861.0,1,0,0
2465,60090900,6861.0,1,0,0
2466,60091000,6490.0,0,1,0
2467,60091100,6490.0,0,1,0
2468,60091200,6490.0,1,0,0
2469,60091300,6490.0,0,1,0
2470,60091600,6490.0,1,0,0
2471,60091700,6490.0,0,0,1
2472,60091800,6490.0,0,1,0
2473,60091900,6035.0,1,0,0
2474,60092400,6035.0,0,1,0
2475,60092700,6035.0,1,0,0
2476,60092800,6014.0,1,0,0
2477,60092900,6014.0,1,0,0
2478,60093000,6014.0,1,0,0
2479,60093200,6693.0,0,1,0
2480,60093300,6693.0,0,1,0
2481,60093400,6693.0,0,1,0
2482,60093500,6693.0,0,1,0
2483,60093700,6351.0,0,1,0
2484,60093800,6351.0,0,1,0
2485,60093900,6351.0,0,1,0
2486,60094000,6351.0,0,1,0
2487,60094100,6351.0,0,1,0
2488,60094200,6351.0,0,1,0
2489,60094300,6351.0,0,1,0
2490,60094600,6351.0,0,1,0
2491,60094700,6351.0,0,1,0
2492,60094800,6351.0,0,1,0
2493,60094900,6351.0,0,1,0
2494,60095000,6574.0,0,1,0
2495,60095100,6574.0,0,1,0
2496,60095200,6574.0,0,1,0
2497,60095300,6658.0,1,0,0
2498,60095600,6658.0,1,0,0
2499,60095900,6658.0,1,0,0
2500,60096100,6658.0,1,0,0
2501,60096200,6658.0,1,0,0
2502,60096300,6658.0,1,0,0
2503,60096400,6658.0,1,0,0
2504,60096500,6658.0,0,1,0
2505,60096600,6658.0,0,1,0
2506,60096800,6658.0,0,1,0
2507,60097000,6427.0,1,1,0
2508,60097100,6679.0,0,1,0
2509,60097200,6210.0,0,1,0
2510,60097400,6210.0,0,1,0
2511,60097800,6665.0,0,1,0
2512,60097900,6665.0,0,1,0
2513,60098100,6427.0,1,1,0
2514,60098200,6392.0,0,1,0
2515,60098300,6392.0,0,1,0
2516,60098400,6392.0,0,1,0
2517,60098500,6392.0,1,0,0
2518,60098600,6392.0,0,1,0
2519,60098700,6392.0,1,0,0
2520,60098800,6392.0,0,1,0
2521,60099000,6392.0,1,0,0
2522,60099200,6638.0,1,0,0
2523,60099300,6638.0,0,1,0
2524,60099400,6638.0,0,1,0
2525,60099600,6638.0,0,0,1
2526,60099700,6638.0,1,0,0
2527,60099800,6638.0,0,1,0
2528,60100000,6028.0,1,0,0
2529,60100100,6028.0,1,0,0
2530,60100200,6028.0,0,1,0
2531,60100400,6028.0,0,0,1
2532,60100500,6028.0,0,1,0
2533,60100600,6028.0,0,1,0
2534,60101100,6651.0,1,0,0
2535,60101400,6651.0,0,1,0
2536,60101600,6651.0,0,1,0
2537,60101700,6434.0,1,0,0
2538,60101800,6434.0,0,0,1
2539,60101900,6434.0,0,1,0
2540,60102100,6434.0,0,1,0
2541,60102300,6595.0,0,1,0
2542,60102400,6595.0,0,1,0
2543,60102500,6595.0,0,1,0
2544,60102700,6595.0,0,1,0
2545,60102800,6595.0,0,1,0
2546,60102900,6840.0,1,0,0
2547,60103100,6840.0,1,0,0
2548,60103200,6840.0,1,1,0
2549,60103300,6840.0,0,1,0
2550,60103400,6665.0,0,0,1
2551,60103500,6665.0,0,1,0
2552,60103600,6798.0,0,1,0
2553,60103700,6798.0,0,1,0
2554,60103900,6861.0,1,0,0
2555,60104000,6861.0,1,0,0
2556,60104200,6270.0,0,0,0
2557,60104300,6270.0,0,1,0
2558,60104400,6007.0,1,0,0
2559,60104500,6007.0,0,1,0
2560,60104600,6007.0,1,0,0
2561,60104700,6270.0,1,0,0
2562,60104800,6270.0,0,1,0
2563,60104900,6490.0,1,0,0
2564,60105000,6490.0,1,1,0
2565,60105100,6490.0,0,1,0
2566,60105200,6490.0,1,0,0
2567,60105300,6861.0,0,1,0
2568,60105400,6861.0,1,0,0
2569,60105800,6581.0,0,1,0
2570,60105900,6490.0,0,1,0
2571,60106000,6490.0,1,0,0
2572,60106100,6490.0,0,0,1
2573,60106200,6490.0,1,0,0
2574,60106300,6490.0,0,0,1
2575,60106400,6490.0,0,1,0
2576,60106500,6505.0,0,0,0
2577,60106501,6505.0,0,0,0
2578,60106600,6505.0,0,0,1
2579,60106700,6505.0,0,1,0
2580,60106800,6505.0,1,1,0
2581,60107000,6505.0,0,1,0
2582,60107200,6505.0,1,0,0
2583,60107300,6505.0,1,0,0
2584,60107400,6505.0,0,1,0
2585,60107500,6505.0,1,0,0
2586,60107700,6505.0,0,1,0
2587,60107800,6505.0,0,1,0
2588,60107900,6505.0,0,1,0
2589,60108000,6505.0,0,1,0
2590,60108100,6505.0,0,1,0
2591,60108300,6505.0,1,0,0
2592,60108400,6505.0,0,1,0
2593,60108500,6505.0,0,1,0
2594,60108700,6840.0,0,1,0
2595,60108800,6840.0,1,0,0
2596,60109000,6840.0,1,0,0
2597,60109100,6840.0,1,0,0
2598,60109200,6840.0,0,1,0
2599,60109300,6091.0,0,1,0
2600,60109400,6091.0,0,1,0
2601,60109700,6091.0,1,0,0
2602,60109800,6091.0,1,0,0
2603,60109900,6091.0,0,1,0
2604,60110100,6091.0,1,0,0
2605,60110400,6105.0,1,0,0
2606,60110500,6105.0,1,0,0
2607,60110600,6840.0,1,0,0
2608,60110700,6840.0,0,1,0
2609,60110800,6840.0,1,0,0
2610,60111000,6840.0,0,1,0
2611,60111100,6840.0,1,0,0
2612,60111200,6840.0,0,1,0
2613,60111500,6861.0,0,1,0
2614,60111600,6224.0,0,0,0
2615,60111800,6091.0,0,1,0
2616,60111900,6091.0,1,0,0
2617,60112000,6861.0,0,0,1
2618,60112100,6861.0,0,1,0
2619,60112200,6861.0,0,0,1
2620,60112500,6840.0,1,0,0
2621,60112700,6840.0,1,0,0
2622,60112800,6840.0,1,0,0
2623,60113000,6260.0,0,1,0
2624,60113100,6260.0,1,0,0
2625,60113200,6260.0,0,0,1
2626,60113300,6091.0,0,1,0
2627,60113400,6091.0,0,1,0
2628,60113500,6161.0,1,0,0
2629,60113600,6161.0,0,1,0
2630,60113700,6161.0,0,1,0
2631,60113900,6161.0,0,1,0
2632,60114000,6161.0,0,1,0
2633,60114100,6161.0,0,1,0
2634,60114200,6161.0,1,0,0
2635,60114400,6161.0,0,1,0
2636,60114500,6161.0,0,0,1
2637,60115100,6063.0,0,1,0
2638,60115200,6063.0,0,1,0
2639,60115300,6063.0,0,1,0
2640,60115500,6749.0,1,0,0
2641,60115600,6063.0,0,1,0
2642,60115800,6063.0,0,1,0
2643,60115900,6063.0,0,1,0
2644,60116000,6063.0,0,1,0
2645,60116100,6063.0,0,1,0
2646,60116300,6063.0,0,1,0
2647,60116500,6749.0,1,0,0
2648,60116600,6749.0,0,1,0
2649,60116700,6749.0,1,0,0
2650,60116800,6749.0,1,0,0
2651,60116900,6749.0,0,1,0
2652,60117000,6749.0,1,0,0
2653,60117100,6749.0,1,0,0
2654,60117300,6749.0,0,1,0
2655,60117400,6749.0,0,1,0
2656,60117500,6749.0,0,1,0
2657,60117700,6749.0,0,1,0
2658,60117800,6749.0,0,1,0
2659,60117900,6749.0,1,0,0
2660,60118000,6749.0,1,0,0
2661,60118100,6749.0,1,0,0
2662,60118200,6749.0,0,1,0
2663,60118300,6749.0,0,1,0
2664,60118400,6749.0,0,1,0
2665,60118500,6749.0,0,1,0
2666,60118600,6749.0,0,1,0
2667,60118800,6154.0,0,1,0
2668,60119000,6196.0,0,1,0
2669,60119100,6196.0,0,1,0
2670,60119400,6196.0,0,1,0
2671,60119800,6196.0,0,1,0
2672,60120000,6651.0,1,0,0
2673,60120100,6651.0,1,0,0
2674,60120300,6651.0,0,1,0
2675,60120400,6651.0,0,1,0
2676,60120500,6651.0,0,1,0
2677,60120600,6651.0,0,1,0
2678,60120700,6651.0,0,1,0
2679,60120800,6651.0,0,1,0
2680,60121200,6651.0,0,0,1
2681,60121201,6651.0,0,0,1
2682,60121300,6084.0,1,0,0
2683,60121400,6084.0,0,1,0
2684,60121500,6084.0,1,0,0
2685,60121600,6084.0,0,1,0
2686,60121700,6084.0,1,0,0
2687,60121900,6798.0,0,1,0
2688,60122000,6105.0,0,1,0
2689,60122200,6203.0,0,1,0
2690,60122500,6203.0,0,1,0
2691,60122600,6203.0,0,1,0
2692,60122900,6203.0,0,1,0
2693,60123000,6203.0,0,1,0
2694,60123100,6763.0,0,1,0
2695,60123300,6763.0,1,0,0
2696,60123500,6854.0,1,0,0
2697,60123700,6854.0,0,0,1
2698,60123800,6854.0,0,0,1
2699,60123900,6854.0,0,1,0
2700,60124000,6854.0,0,1,0
2701,60124100,6854.0,0,1,0
2702,60124200,6854.0,0,1,0
2703,60124300,6854.0,0,1,0
2704,60124400,6854.0,0,1,0
2705,60124600,6854.0,1,0,0
2706,60124800,6854.0,0,1,0
2707,60125000,6854.0,0,1,0
2708,60125100,6854.0,0,1,0
2709,60125200,6854.0,0,1,0
2710,60125300,6854.0,0,1,0
2711,60125400,6854.0,0,1,0
2712,60125500,6854.0,0,1,0
2713,60125800,6854.0,0,1,0
2714,60125900,6854.0,0,1,0
2715,60126000,6854.0,1,0,0
2716,60126100,6854.0,0,1,0
2717,60126300,6854.0,1,1,0
2718,60126500,6854.0,1,0,0
2719,60126600,6854.0,0,1,0
2720,60126700,6854.0,0,1,0
2721,60126800,6854.0,0,1,0
2722,60127000,6854.0,0,1,0
2723,60127200,6854.0,0,1,0
2724,60127500,6112.0,0,1,0
2725,60127700,6112.0,0,1,0
2726,60128100,6112.0,0,1,0
2727,60128200,6112.0,0,1,0
2728,60128300,6112.0,0,0,0
2729,60128500,6112.0,0,1,0
2730,60128700,6112.0,0,1,0
2731,60128800,6112.0,0,1,0
2732,60128900,6112.0,0,1,0
2733,60129000,6112.0,0,1,0
2734,60129100,6112.0,0,1,0
2735,60129500,6134.0,0,1,0
2736,60129600,6134.0,1,0,0
2737,60129800,6134.0,0,1,0
2738,60129900,6134.0,0,1,0
2739,60130200,6672.0,0,1,0
2740,60130300,6672.0,0,1,0
2741,60130500,6672.0,0,1,0
2742,60130600,6672.0,0,1,0
2743,60130900,6672.0,0,1,0
2744,60131000,6672.0,0,1,0
2745,60131100,6672.0,0,1,0
2746,60131300,6672.0,0,1,0
2747,60131500,6672.0,0,1,0
2748,60131600,6672.0,0,1,0
2749,60131700,6672.0,0,1,0
2750,60131900,6672.0,0,1,0
2751,60132000,6672.0,0,0,1
2752,60132100,6134.0,0,1,0
2753,60132200,6427.0,0,1,0
2754,60132300,6805.0,1,0,0
2755,60132400,6805.0,0,1,0
2756,60132500,6805.0,1,0,0
2757,60132600,6805.0,1,0,0
2758,60132700,6805.0,1,0,0
2759,60132800,6805.0,1,0,0
2760,60132900,6805.0,0,1,0
2761,60133000,6805.0,1,0,0
2762,60133100,6805.0,1,0,0
2763,60133200,6763.0,1,0,0
2764,60133300,6763.0,0,1,0
2765,60133400,6763.0,0,1,0
2766,60133500,6763.0,1,0,0
2767,60133600,6028.0,1,0,0
2768,60133700,6028.0,1,0,0
2769,60134000,6028.0,0,1,0
2770,60134100,6274.0,1,0,0
2771,60134200,6274.0,0,1,0
2772,60134400,6007.0,1,0,0
2773,60134500,6693.0,0,1,0
2774,60134600,6693.0,0,1,0
2775,60134700,6693.0,0,1,0
2776,60134900,6007.0,1,0,0
2777,60135000,6028.0,1,0,0
2778,60135100,6028.0,1,0,0
2779,60135200,6028.0,0,1,0
2780,60135300,6028.0,0,1,0
2781,60135400,6028.0,0,1,0
2782,60135500,6028.0,1,0,0
2783,60135900,6763.0,0,1,0
2784,60136000,6007.0,1,0,0
2785,60136100,6427.0,1,0,0
2786,60136200,6427.0,0,1,0
2787,60136300,6427.0,0,1,0
2788,60136400,6196.0,0,1,0
2789,60136500,6427.0,1,1,0
2790,60136900,6805.0,0,1,0
2791,60137200,6105.0,0,1,0
2792,60137300,6805.0,1,0,0
2793,60137400,6105.0,0,0,1
2794,60137500,6693.0,1,0,0
2795,60137600,6693.0,1,0,0
2796,60137800,6763.0,1,0,0
2797,60137900,6763.0,0,1,0
2798,60138000,6028.0,1,0,0
2799,60138100,6028.0,1,0,0
2800,60138200,6028.0,1,0,0
2801,60138300,6028.0,1,0,0
2802,60138400,6665.0,0,1,0
2803,60138500,6665.0,1,0,0
2804,60138600,6665.0,1,0,0
2805,60138800,6224.0,0,1,0
2806,60138900,6427.0,0,1,0
2807,60139100,6274.0,0,1,0
2808,60139300,6427.0,1,1,0
2809,60139400,6274.0,0,1,0
2810,60139500,6609.0,0,0,0
2811,60139600,6609.0,0,1,0
2812,60139700,6609.0,0,1,0
2813,60139800,6609.0,0,1,0
2814,60139900,6609.0,0,1,0
2815,60140000,6882.0,0,1,0
2816,60140100,6882.0,0,1,0
2817,60140200,6882.0,0,1,0
2818,60140300,6252.0,0,1,0
2819,60140400,6252.0,0,1,0
2820,60140500,6252.0,0,0,1
2821,60140600,6252.0,0,1,0
2822,60140800,6252.0,1,0,0
2823,60140900,6252.0,1,0,0
2824,60141100,6252.0,1,0,0
2825,60141200,6252.0,1,0,0
2826,60141300,6252.0,0,1,0
2827,60141400,6252.0,0,1,0
2828,60141500,6252.0,0,1,0
2829,60141600,6252.0,1,0,0
2830,60141700,6406.0,1,0,0
2831,60141900,6406.0,0,1,0
2832,60142000,6406.0,0,1,0
2833,60142300,6406.0,0,1,0
2834,60142500,6245.0,0,1,0
2835,60142600,6245.0,1,0,0
2836,60142700,6245.0,1,0,0
2837,60142800,6245.0,1,0,0
2838,60143000,6245.0,0,1,0
2839,60143100,6245.0,0,1,0
2840,60143200,6245.0,0,0,0
2841,60143300,6245.0,1,0,0
2842,60143400,6245.0,1,0,0
2843,60143700,6714.0,0,0,1
2844,60143800,6714.0,0,1,0
2845,60143900,6714.0,0,1,0
2846,60144100,6714.0,0,0,1
2847,60144200,6714.0,0,1,0
2848,60144300,6182.0,0,1,0
2849,60144400,6182.0,1,0,0
2850,60144500,6182.0,0,1,0
2851,60144600,6056.0,0,0,1
2852,60144700,6056.0,1,0,0
2853,60144800,6427.0,0,1,0
2854,60145300,6609.0,1,0,0
2855,60145400,6609.0,0,1,0
2856,60145500,6028.0,0,1,0
2857,60145600,6028.0,0,1,0
2858,60145700,6028.0,0,1,0
2859,60145800,6028.0,0,0,1
2860,60145900,6693.0,0,1,0
2861,60146000,6693.0,0,1,0
2862,60146100,6028.0,0,0,1
2863,60146200,6028.0,1,0,0
2864,60146300,6462.0,1,0,0
2865,60146400,6462.0,0,1,0
2866,60146500,6462.0,0,1,0
2867,60146600,6462.0,0,1,0
2868,60146700,6462.0,0,1,0
2869,60146800,6224.0,0,1,0
2870,60147100,6525.0,1,0,0
2871,60147200,6623.0,1,0,0
2872,60147300,6623.0,0,0,1
2873,60147400,6623.0,0,1,0
2874,60147600,6623.0,0,1,0
2875,60147800,6623.0,1,0,0
2876,60147900,6462.0,0,0,1
2877,60148000,6568.0,0,1,0
2878,60148100,6568.0,1,0,0
2879,60148200,6568.0,0,1,0
2880,60148300,6441.0,0,0,1
2881,60148400,6490.0,0,1,0
2882,60148600,6427.0,0,1,0
2883,60148800,6427.0,0,1,0
2884,60148900,6427.0,0,1,0
2885,60149700,6427.0,1,0,0
2886,60150100,6252.0,1,1,0
2887,60150300,6252.0,1,0,0
2888,60150400,6252.0,1,0,0
2889,60150500,6252.0,1,0,0
2890,60150800,6252.0,0,1,0
2891,60150900,6693.0,0,1,0
2892,60151000,6693.0,0,1,0
2893,60151200,6091.0,0,1,0
2894,60151300,6091.0,1,0,0
2895,60151500,6224.0,0,1,0
2896,60151700,6224.0,1,0,0
2897,60151800,6861.0,0,1,0
2898,60151900,6882.0,0,1,0
2899,60152000,6882.0,1,0,0
2900,60152100,6231.0,0,0,1
2901,60152300,6231.0,0,1,0
2902,60152400,6231.0,0,1,0
2903,60152500,6231.0,0,1,0
2904,60152700,6231.0,0,1,0
2905,60153000,6231.0,0,1,0
2906,60153100,6231.0,0,1,0
2907,60153200,6231.0,0,1,0
2908,60153300,6231.0,1,0,0
2909,60153500,6224.0,0,1,0
2910,60153600,6280.0,0,1,0
2911,60153800,6280.0,0,1,0
2912,60154000,6343.0,0,1,0
2913,60154100,6343.0,0,1,0
2914,60154200,6343.0,0,1,0
2915,60154300,6490.0,0,1,0
2916,60154400,6490.0,1,0,0
2917,60154600,6490.0,0,1,0
2918,60154700,6490.0,1,1,0
2919,60154800,6490.0,0,1,0
2920,60154900,6427.0,0,1,0
2921,60155000,6532.0,1,0,0
2922,60155200,6224.0,0,1,0
2923,60155500,6028.0,0,1,0
2924,60155700,6028.0,1,0,0
2925,60155900,6028.0,0,1,0
2926,60156000,6028.0,0,1,0
2927,60156200,6028.0,1,0,0
2928,60156300,6028.0,1,0,0
2929,60156600,6861.0,0,1,0
2930,60156700,6861.0,1,0,0
2931,60156800,6595.0,0,1,0
2932,60156900,6595.0,0,1,0
2933,60157100,6595.0,0,1,0
2934,60157300,6595.0,0,1,0
2935,60157400,6595.0,0,1,0
2936,60157500,6091.0,1,0,0
2937,60157600,6595.0,1,0,0
2938,60157700,6595.0,0,1,0
2939,60157800,6595.0,0,1,0
2940,60157900,6595.0,0,1,0
2941,60158000,6595.0,0,1,0
2942,60158300,6595.0,0,1,0
2943,60158500,6595.0,0,1,0
2944,60158600,6595.0,0,1,0
2945,60158700,6595.0,0,1,0
2946,60158800,6595.0,0,1,0
2947,60158900,6595.0,1,0,0
2948,60159100,6595.0,0,1,0
2949,60159200,6595.0,0,1,0
2950,60159500,6595.0,0,1,0
2951,60159800,6595.0,1,0,0
2952,60159900,6595.0,0,1,0
2953,60160000,6224.0,0,1,0
2954,60160100,6224.0,1,0,0
2955,60160200,6224.0,0,1,0
2956,60160400,6266.0,0,1,0
2957,60160500,6266.0,1,0,0
2958,60160700,6266.0,0,1,0
2959,60160800,6861.0,1,0,0
2960,60161000,6861.0,1,1,0
2961,60161500,6189.0,0,1,0
2962,60161600,6189.0,1,0,0
2963,60161700,6189.0,0,1,0
2964,60161800,6189.0,0,1,0
2965,60161900,6189.0,0,1,0
2966,60162000,6189.0,0,0,1
2967,60162300,6189.0,0,1,0
2968,60162400,6371.0,0,0,1
2969,60162500,6371.0,0,1,0
2970,60162700,6371.0,0,0,1
2971,60162800,6371.0,0,1,0
2972,60163000,6224.0,0,1,0
2973,60163100,6224.0,1,0,0
2974,60163400,6371.0,1,0,0
2975,60163700,6035.0,1,0,0
2976,60163800,6035.0,1,0,0
2977,60163900,6035.0,0,1,0
2978,60164000,6035.0,1,0,0
2979,60164100,6182.0,1,0,0
2980,60164200,6035.0,0,1,0
2981,60164300,6035.0,0,0,1
2982,60164302,6035.0,0,0,1
2983,60164400,6658.0,0,1,0
2984,60164500,6658.0,1,0,0
